URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/uv/phr/CodeSystem/body-temperature-measurement-location-codes,1.0.0-ballot2,active,,BodyTemperatureMeasurementLocation,Body Temperature Measurement Location Codes,"Code indicating the location where the body temperature was measured","ValueSet/body-temperature-measurement-location"
http://hl7.org/fhir/uv/phr/CodeSystem/ecg-classification-codes,1.0.0-ballot2,active,,EcgClassification,ECG Classification Codes,"Codes for classification of ECG waveforms","ValueSet/observation-ecg-classification-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/ecg-codes,1.0.0-ballot2,active,,Ecg,ECG Classification Codes,"Codes for ECG and related items","ValueSet/observation-ecgcodes"
http://hl7.org/fhir/uv/phr/CodeSystem/ecg-lead-codes,1.0.0-ballot2,active,,EcgLead,ECG Lead Codes,"Codes for ECG induction","ValueSet/observation-ecg-lead-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/ecg-symptoms-status-codes,1.0.0-ballot2,active,,EcgSymptomsStatus,ECG Symptoms Status Codes,"Code indicating whether or not the user's symptoms are input during ECG waveform acquisition","ValueSet/observation-ecg-symptoms-status-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/gad7-risk-codes,1.0.0-ballot2,active,,GAD7Risk,GAD-7 Assesment Risk Codes,"Code for GAD-7 Assesment Risk","ValueSet/observation-gad7-risk-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/observation-pghd-codes,1.0.0-ballot2,active,,ObservationPGHD,Observation PGHD Codes,"Code defining the type of PGHD data","ValueSet/observation-mindfulness-codes,ConceptMap/symptom-snomedct-to-pghd,ValueSet/observation-diving-codes,ValueSet/observation-activity-codes,ValueSet/observation-uvexposure-codes,ValueSet/observation-workout-codes,ValueSet/observation-mobility-codes,ValueSet/observation-alchol-consumption-codes,ValueSet/observation-hearing-codes,ValueSet/observation-lab-results-codes,ConceptMap/symptom-pghd-to-snomedct,ValueSet/observation-reproductive-health-codes,ValueSet/observation-mind-codes,ValueSet/observation-nutrition-codes,ValueSet/observation-body-measurements-codes,ValueSet/observation-selfcare-codes,ValueSet/observation-symptom-codes,ValueSet/observation-vital-signs-codes,ValueSet/observation-sleep-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/phq9-risk-codes,1.0.0-ballot2,active,,PHQ9Risk,PHQ-9 Assesment Risk Codes,"Code for PHQ-9 Assesment Risk","ValueSet/observation-phq9-risk-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/presence-codes,1.0.0-ballot2,active,,SymptomPresence,Symptom Presence Codes,"Code for presence or absence of symptoms","ValueSet/symptom-presence"
http://hl7.org/fhir/uv/phr/CodeSystem/scored-assessment-codes,1.0.0-ballot2,active,,ScoredAssessment,Scored Assessment Codes,"Code for scored assessment","ValueSet/observation-scored-assessment-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/sleep-analysis-codes,1.0.0-ballot2,active,,SleepAnalysis,Sleep Analysis Codes,"Codes for stages of sleep","ValueSet/sleep-analysis"
http://hl7.org/fhir/uv/phr/CodeSystem/state-of-mind-association-codes,1.0.0-ballot2,active,,StateOfMindAssociation,State of Mind Association Codes,"Codes for state of mind association","ValueSet/observation-state-of-mind-association-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/state-of-mind-codes,1.0.0-ballot2,active,,StateOfMind,State of Mind Codes,"Code for state of mind","ValueSet/observation-state-of-mind-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/state-of-mind-kind-codes,1.0.0-ballot2,active,,StateOfMindKind,State of Mind Kind Codes,"Codes for state of mind kind","ValueSet/observation-state-of-mind-kind-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/state-of-mind-label-codes,1.0.0-ballot2,active,,StateOfMindLabel,State of Mind Label Codes,"Codes for state of mind label","ValueSet/observation-state-of-mind-label-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/state-of-mind-valence-codes,1.0.0-ballot2,active,,StateOfMindValence,State of Mind Valence Codes,"Codes for state of mind valence","ValueSet/observation-state-of-mind-valence-codes"
http://hl7.org/fhir/uv/phr/CodeSystem/symptom-severity-codes,1.0.0-ballot2,active,,SymptomSeverity,Symptom Severity Codes,"Code for degree of symptoms","ValueSet/symptom-severity"
http://loinc.org,3.0.1,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/questionnaire-questions,ValueSet/observation-codes,ValueSet/observation-scored-assessment-score-codes,ValueSet/pcd-sleep-observation-code,ValueSet/pregnancy-status-uv-ips,ValueSet/observation-vitalsignresult"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ConceptMap/symptom-snomedct-to-pghd,ValueSet/device-type,ValueSet/clinical-findings,ValueSet/referencerange-appliesto,ValueSet/route-codes,ValueSet/additional-instruction-codes,ValueSet/care-plan-activity-outcome,ValueSet/observation-symptom-snomedct-codes,ValueSet/approach-site-codes,ConceptMap/symptom-pghd-to-snomedct,ValueSet/medication-codes,ValueSet/observation-methods,ValueSet/care-plan-category,ValueSet/pcd-sleep-observation-code,ValueSet/body-site,ValueSet/questionnaire-answers,ValueSet/procedure-code,ValueSet/reason-medication-not-given-codes,ValueSet/administration-method-codes,ValueSet/medication-as-needed-reason,ValueSet/pcd-sleep-observation-value"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/device-status-reason,2.0.0,active,"2.16.840.1.113883.4.642.1.1082",FHIRDeviceStatusReason,FHIRDeviceStatusReason,"The availability status reason of the device.","ValueSet/device-status-reason"
http://terminology.hl7.org/CodeSystem/dose-rate-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1069",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","ValueSet/dose-rate-type"
http://terminology.hl7.org/CodeSystem/med-admin-perform-function,1.0.1,active,"2.16.840.1.113883.4.642.1.1112",MedicationAdministrationPerformerFunctionCodes,MedicationAdministration Performer Function Codes,"MedicationAdministration Performer Function Codes","ValueSet/med-admin-perform-function"
http://terminology.hl7.org/CodeSystem/medication-admin-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1111",MedicationAdministration Category Codes,Medication administration  category  codes,"MedicationAdministration Category Codes","ValueSet/medication-admin-category"
http://terminology.hl7.org/CodeSystem/medication-admin-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1311",MedicationAdministration Status Codes,Medication administration  status  codes,"MedicationAdministration Status Codes","ValueSet/medication-admin-status"
http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function,1.0.1,active,"2.16.840.1.113883.4.642.1.1319",MedicationDispensePerformerFunctionCodes,MedicationDispense Performer Function Codes,"MedicationDispense Performer Function Codes","ValueSet/medicationdispense-performer-function"
http://terminology.hl7.org/CodeSystem/medicationdispense-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1313",MedicationDispense Status Codes,Medication dispense  status  codes,"MedicationDispense Status Codes","ValueSet/medicationdispense-status"
http://terminology.hl7.org/CodeSystem/observation-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/reason-medication-given,1.0.1,active,"2.16.840.1.113883.4.642.1.1110",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","ValueSet/reason-medication-given-codes"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v3-ActCode,10.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActPharmacySupplyType"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-SubstanceAdminSubstitutionReason"
http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,4.0.0,active,"2.16.840.1.113883.5.1022",GTSAbbreviation,GTSAbbreviation,"*Open Issue:* It appears that the printnames are suboptimal and should be improved for many of the existing codes.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,4.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,4.0.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution,4.0.0,active,"2.16.840.1.113883.5.1070",SubstanceAdminSubstitution,Substance Admin Substitution,"Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided.","ValueSet/v3-ActSubstanceAdminSubstitutionCode"
http://terminology.hl7.org/fhir/CodeSystem/medicationdispense-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1315",MedicationDispense Category Codes,Medication dispense  category  codes,"MedicationDispense Category Codes","ValueSet/medicationdispense-category"
http://terminology.hl7.org/fhir/CodeSystem/medicationdispense-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.4.1317",MedicationDispense Status Reason Codes,Medication dispense  status  reason  codes,"MedicationDispense Status Codes","ValueSet/medicationdispense-status-reason"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/ucum-bodyweight,ValueSet/ucum-bodytemp,ValueSet/ucum-vitals-common,ValueSet/units-of-time,ValueSet/ucum-bodylength"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
urn:iso:std:iso:3166,1.0.0,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,1.0.0,active,"1.0.3166.2",ISO3166Part2,ISO 3166-2 Codes for the representation of names of countries and their subdivisions — Part 2: Country subdivision code,"ISO 3166-2 establishes a code that represents the names of the principal administrative divisions, or similar areas, of the countries and entities included in ISO 3166-1.","ValueSet/jurisdiction"
