"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Environmental","Environmental.gpsCoordinates.longitude","Environmental.gpsCoordinates.longitude","","","",1,1,"","","","decimal {[]} {[]}
","Longitude in decimal degrees","Longitude in decimal degrees","","","","","","","","","",,,,,"",,,,"Environmental.gpsCoordinates.longitude",1,1,"",""
"Environmental","Environmental.gpsCoordinates.altitude","Environmental.gpsCoordinates.altitude","","","",0,1,"","","","Quantity {[]} {[]}
","Altitude above sea level","Altitude above sea level","","","","","","","","","",,,,,"",,,,"Environmental.gpsCoordinates.altitude",0,1,"",""
"Environmental","Environmental.temperature","Environmental.temperature","","","",0,1,"","","","Quantity {[]} {[]}
","Ambient temperature","Ambient temperature","","","","","","","","","",,,,,"",,,,"Environmental.temperature",0,1,"",""
"Environmental","Environmental.humidity","Environmental.humidity","","","",0,1,"","","","Quantity {[]} {[]}
","Ambient relative humidity percentage","Ambient relative humidity percentage","","","","","","","","","",,,,,"",,,,"Environmental.humidity",0,1,"",""
"Environmental","Environmental.barometricPressure","Environmental.barometricPressure","","","",0,1,"","","","Quantity {[]} {[]}
","Barometric pressure","Barometric pressure","","","","","","","","","",,,,,"",,,,"Environmental.barometricPressure",0,1,"",""
"Environmental","Environmental.airQualityIndex","Environmental.airQualityIndex","","","",0,1,"","","","integer {[]} {[]}
","Air quality index (AQI)","Air quality index (AQI)","","","","","","","","","",,,,,"",,,,"Environmental.airQualityIndex",0,1,"",""
"Environmental","Environmental.uvIndex","Environmental.uvIndex","","","",0,1,"","","","decimal {[]} {[]}
","UV exposure index","UV exposure index","","","","","","","","","",,,,,"",,,,"Environmental.uvIndex",0,1,"",""
"Environmental","Environmental.noiseLevel","Environmental.noiseLevel","","","",0,1,"","","","Quantity {[]} {[]}
","Environmental noise level in decibels","Environmental noise level in decibels","","","","","","","","","",,,,,"",,,,"Environmental.noiseLevel",0,1,"",""
"Environmental","Environmental.pollenCount","Environmental.pollenCount","","","",0,1,"","","","Quantity {[]} {[]}
","Pollen count","Pollen count","","","","","","","","","",,,,,"",,,,"Environmental.pollenCount",0,1,"",""
"Environmental","Environmental.substance","Environmental.substance","","","",0,*,"","","","BackboneElement {[]} {[]}
","Substances detected in the environment","Substances detected in the environment","","","","","","","","","",,,,,"",,,,"Environmental.substance",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Environmental","Environmental.substance.id","Environmental.substance.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Environmental","Environmental.substance.extension","Environmental.substance.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Environmental","Environmental.substance.modifierExtension","Environmental.substance.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Environmental","Environmental.substance.code","Environmental.substance.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Substance identity (e.g. lead, PFAS, asbestos, mold, radon)","Substance identity (e.g. lead, PFAS, asbestos, mold, radon)","","","","","","","","","",,,,,"",,,,"Environmental.substance.code",1,1,"",""
"Environmental","Environmental.substance.category","Environmental.substance.category","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Category of substance (e.g. contaminant, toxin, irritant, allergen)","Category of substance (e.g. contaminant, toxin, irritant, allergen)","","","","","","","","","",,,,,"",,,,"Environmental.substance.category",0,1,"",""
"Environmental","Environmental.substance.concentration","Environmental.substance.concentration","","","",0,1,"","","","Quantity {[]} {[]}
","Measured concentration of the substance","Measured concentration of the substance","","","","","","","","","",,,,,"",,,,"Environmental.substance.concentration",0,1,"",""
"Environmental","Environmental.substance.source","Environmental.substance.source","","","",0,1,"","","","string {[]} {[]}
","Source or medium (e.g. groundwater, soil, air, surface)","Source or medium (e.g. groundwater, soil, air, surface)","","","","","","","","","",,,,,"",,,,"Environmental.substance.source",0,1,"",""
"FinancialReceipt","FinancialReceipt","FinancialReceipt","","","",0,*,"","","","null {[]} {[]}
","Financial Receipt","A logical model for over-the-counter (OTC) health-related purchase receipts. Captures expenses for items such as pharmacy purchases, medical supplies, copays, and wellness products that may not generate a formal insurance Claim resource.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FinancialReceipt","FinancialReceipt.subject","FinancialReceipt.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","The patient or person that purchased the item","The patient or person that purchased the item","","","","","","","","","",,,,,"",,,,"FinancialReceipt.subject",1,1,"",""
"FinancialReceipt","FinancialReceipt.date","FinancialReceipt.date","","","",1,1,"","","","dateTime {[]} {[]}
","The date of the transaction","The date of the transaction","","","","","","","","","",,,,,"",,,,"FinancialReceipt.date",1,1,"",""
"FinancialReceipt","FinancialReceipt.vendor","FinancialReceipt.vendor","","","",0,1,"","","","string {[]} {[]}
","Vendor or merchant name","Vendor or merchant name","","","","","","","","","",,,,,"",,,,"FinancialReceipt.vendor",0,1,"",""
"FinancialReceipt","FinancialReceipt.category","FinancialReceipt.category","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Category of expense (e.g. pharmacy, medical supply, copay, wellness)","Category of expense (e.g. pharmacy, medical supply, copay, wellness)","","","","","","","","","",,,,,"",,,,"FinancialReceipt.category",0,1,"",""
"FinancialReceipt","FinancialReceipt.item","FinancialReceipt.item","","","",0,*,"","","","BackboneElement {[]} {[]}
","Line items on the receipt","Line items on the receipt","","","","","","","","","",,,,,"",,,,"FinancialReceipt.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"FinancialReceipt","FinancialReceipt.item.id","FinancialReceipt.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"FinancialReceipt","FinancialReceipt.item.extension","FinancialReceipt.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"FinancialReceipt","FinancialReceipt.item.modifierExtension","FinancialReceipt.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"FinancialReceipt","FinancialReceipt.item.description","FinancialReceipt.item.description","","","",1,1,"","","","string {[]} {[]}
","Item description","Item description","","","","","","","","","",,,,,"",,,,"FinancialReceipt.item.description",1,1,"",""
"FinancialReceipt","FinancialReceipt.item.quantity","FinancialReceipt.item.quantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Quantity purchased","Quantity purchased","","","","","","","","","",,,,,"",,,,"FinancialReceipt.item.quantity",0,1,"",""
"FinancialReceipt","FinancialReceipt.item.unitPrice","FinancialReceipt.item.unitPrice","","","",0,1,"","","","Money {[]} {[]}
","Price per unit","Price per unit","","","","","","","","","",,,,,"",,,,"FinancialReceipt.item.unitPrice",0,1,"",""
"FinancialReceipt","FinancialReceipt.item.amount","FinancialReceipt.item.amount","","","",0,1,"","","","Money {[]} {[]}
","Line item total","Line item total","","","","","","","","","",,,,,"",,,,"FinancialReceipt.item.amount",0,1,"",""
"FinancialReceipt","FinancialReceipt.subtotal","FinancialReceipt.subtotal","","","",0,1,"","","","Money {[]} {[]}
","Subtotal before tax","Subtotal before tax","","","","","","","","","",,,,,"",,,,"FinancialReceipt.subtotal",0,1,"",""
"FinancialReceipt","FinancialReceipt.taxAmount","FinancialReceipt.taxAmount","","","",0,1,"","","","Money {[]} {[]}
","Tax amount","Tax amount","","","","","","","","","",,,,,"",,,,"FinancialReceipt.taxAmount",0,1,"",""
"FinancialReceipt","FinancialReceipt.total","FinancialReceipt.total","","","",1,1,"","","","Money {[]} {[]}
","Total amount paid","Total amount paid","","","","","","","","","",,,,,"",,,,"FinancialReceipt.total",1,1,"",""
"FinancialReceipt","FinancialReceipt.paymentMethod","FinancialReceipt.paymentMethod","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Payment method (e.g. cash, credit, debit, HSA, FSA)","Payment method (e.g. cash, credit, debit, HSA, FSA)","","","","","","","","","",,,,,"",,,,"FinancialReceipt.paymentMethod",0,1,"",""
"FinancialReceipt","FinancialReceipt.relatedClaim","FinancialReceipt.relatedClaim","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Claim]]}
","Related insurance claim, if any","Related insurance claim, if any","","","","","","","","","",,,,,"",,,,"FinancialReceipt.relatedClaim",0,1,"",""
"PhrBundle","Bundle","Bundle","","","",0,*,"","","","null {[]} {[]}
","Contains a collection of resources","A container for a collection of resources.","","","","","","","","","",,,,,"",,,,"Bundle",0,*,"","bdl-1:total only when a search or history {total.empty() or (type = 'searchset') or (type = 'history')}
bdl-2:entry.search only when a search {entry.search.empty() or (type = 'searchset')}bdl-3:entry.request mandatory for batch/transaction/history, otherwise prohibited {entry.all(request.exists() = (%resource.type = 'batch' or %resource.type = 'transaction' or %resource.type = 'history'))}bdl-4:entry.response mandatory for batch-response/transaction-response/history, otherwise prohibited {entry.all(response.exists() = (%resource.type = 'batch-response' or %resource.type = 'transaction-response' or %resource.type = 'history'))}bdl-7:FullUrl must be unique in a bundle, or else entries with the same fullUrl must have different meta.versionId (except in history bundles) {(type = 'history') or entry.where(fullUrl.exists()).select(fullUrl&resource.meta.versionId).isDistinct()}bdl-9:A document must have an identifier with a system and a value {type = 'document' implies (identifier.system.exists() and identifier.value.exists())}bdl-10:A document must have a date {type = 'document' implies (timestamp.hasValue())}bdl-11:A document must have a Composition as the first resource {type = 'document' implies entry.first().resource.is(Composition)}bdl-12:A message must have a MessageHeader as the first resource {type = 'message' implies entry.first().resource.is(MessageHeader)}"
"PhrBundle","Bundle.id","Bundle.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"PhrBundle","Bundle.meta","Bundle.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.implicitRules","Bundle.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.language","Bundle.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages|4.0.1","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.identifier","Bundle.identifier","","","",0,1,"","","Y","Identifier {[]} {[]}
","Persistent identifier for the bundle","A persistent identifier for the bundle that won't change as a bundle is copied from server to server.","Persistent identity generally only matters for batches of type Document, Message, and Collection. It would not normally be populated for search and history results and servers ignore Bundle.identifier when processing batches and transactions. For Documents  the .identifier SHALL be populated such that the .identifier is globally unique.","","","","","","","","",,,,,"",,,,"Bundle.identifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.type","Bundle.type","","","",1,1,"","","Y","code {[]} {[]}
","document | message | transaction | transaction-response | batch | batch-response | history | searchset | collection","Indicates the purpose of this bundle - how it is intended to be used.","It's possible to use a bundle for other purposes (e.g. a document can be accepted as a transaction). This is primarily defined so that there can be specific rules for some of the bundle types.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""document""/>","","","",,"required","Indicates the purpose of a bundle - how it is intended to be used.","http://hl7.org/fhir/ValueSet/bundle-type|4.0.1","",,,,"Bundle.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.timestamp","Bundle.timestamp","","","",0,1,"","","Y","instant {[]} {[]}
","When the bundle was assembled","The date/time that the bundle was assembled - i.e. when the resources were placed in the bundle.","For many bundles, the timestamp is equal to .meta.lastUpdated, because they are not stored (e.g. search results). When a bundle is placed in a persistent store, .meta.lastUpdated will be usually be changed by the server. When the bundle is a message, a middleware agent altering the message (even if not stored) SHOULD update .meta.lastUpdated. .timestamp is used to track the original time of the Bundle, and SHOULD be populated.  

Usage:

* document : the date the document was created. Note: the composition may predate the document, or be associated with multiple documents. The date of the composition - the authoring time - may be earlier than the document assembly time
* message : the date that the content of the message was assembled. This date is not changed by middleware engines unless they add additional data that changes the meaning of the time of the message
* history : the date that the history was assembled. This time would be used as the _since time to ask for subsequent updates
* searchset : the time that the search set was assembled. Note that different pages MAY have different timestamps but need not. Having different timestamps does not imply that subsequent pages will represent or include changes made since the initial query
* transaction | transaction-response | batch | batch-response | collection : no particular assigned meaning

The timestamp value should be greater than the lastUpdated and other timestamps in the resources in the bundle, and it should be equal or earlier than the .meta.lastUpdated on the Bundle itself.","","","","","","","","",,,,,"",,,,"Bundle.timestamp",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.total","Bundle.total","","","",0,1,"","","Y","unsignedInt {[]} {[]}
","If search, the total number of matches","If a set of search matches, this is the total number of entries of type 'match' across all pages in the search.  It does not include search.mode = 'include' or 'outcome' entries and it does not provide a count of the number of entries in the Bundle.","Only used if the bundle is a search result set. The total does not include resources such as OperationOutcome and included resources, only the total number of matching resources.","","","","","","","","",,,,,"",,,,"Bundle.total",0,1,"bdl-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.link","Bundle.link","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Links related to this Bundle","A series of links that provide context to this bundle.","Both Bundle.link and Bundle.entry.link are defined to support providing additional context when Bundles are used (e.g. [HATEOAS](http://en.wikipedia.org/wiki/HATEOAS)). 

Bundle.entry.link corresponds to links found in the HTTP header if the resource in the entry was [read](http://hl7.org/fhir/R4/http.html#read) directly.

This specification defines some specific uses of Bundle.link for [searching](http://hl7.org/fhir/R4/search.html#conformance) and [paging](http://hl7.org/fhir/R4/http.html#paging), but no specific uses for Bundle.entry.link, and no defined function in a transaction - the meaning is implementation specific.","","","","","","","","",,,,,"",,,,"Bundle.link",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.link.id","Bundle.link.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PhrBundle","Bundle.link.extension","Bundle.link.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrBundle","Bundle.link.modifierExtension","Bundle.link.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PhrBundle","Bundle.link.relation","Bundle.link.relation","","","",1,1,"","","Y","string {[]} {[]}
","See http://www.iana.org/assignments/link-relations/link-relations.xhtml#link-relations-1","A name which details the functional use for this link - see [http://www.iana.org/assignments/link-relations/link-relations.xhtml#link-relations-1](http://www.iana.org/assignments/link-relations/link-relations.xhtml#link-relations-1).","","","","","","","","","",,,,,"",,,,"Bundle.link.relation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.link.url","Bundle.link.url","","","",1,1,"","","Y","uri {[]} {[]}
","Reference details for the link","The reference details for the link.","","","","","","","","","",,,,,"",,,,"Bundle.link.url",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PhrBundle","Bundle.entry","Bundle.entry","","","",2,*,"","","Y","BackboneElement {[]} {[]}
","Entry in the bundle - will have a resource or information","An entry in a bundle resource - will either contain a resource or information about a resource (transactions and history only).","","","","","","","","","",,,,,"","type:$this.resource}
","Slice based on the entry.resource pattern",,"open","Bundle.entry",0,*,"","bdl-5:must be a resource unless there's a request or response {resource.exists() or request.exists() or response.exists()}
bdl-8:fullUrl cannot be a version specific reference {fullUrl.contains('/_history/').not()}ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
